Test Type,Power Step (%),Input Voltage RMS (V),Input Current RMS (A),Input Active Power (W),Input Reactive Power (Var),Input Apparent Power (VA),Input (Total) Power Factor,Input THDV (%),Input THDI (%),Output Voltage RMS (V),Output Current RMS (A),Output Active Power (W),Output Reactive Power (Var),Output Apparent Power (VA),Output (Total) Power Factor,Output THDV (%),Output THDI (%),Efficiency (%)
Decreasing Power,10,122.4554443359375,0.06192644685506821,2.3849479441469232,7.198430943676262,7.583230495452881,0.3145028949834777,0.5867057837555801,170.15628884667018,18.591602325439453,0.07274028658866882,1.3513064739756773,None (DC),None (DC),None (DC),None (DC),None (DC),56.659789044537355
Decreasing Power,20,122.4435043334961,0.2758648991584778,13.036360949090781,31.160833578022277,33.77786636352539,0.3859438843410173,0.5896659858765484,227.8365475705402,18.54821014404297,0.5612919926643372,10.410827185878178,None (DC),None (DC),None (DC),None (DC),None (DC),79.85991816684303
Decreasing Power,30,122.44947814941406,0.46069085597991943,22.91495355704724,51.54750984207239,56.411354064941406,0.4062117269985627,0.5947547497430742,218.49265863488938,18.503969192504883,1.0474504232406616,19.381917848791005,None (DC),None (DC),None (DC),None (DC),None (DC),84.58196435152848
Decreasing Power,40,122.31967163085938,0.6629304885864258,34.328196812996744,73.46476764062874,81.08943939208984,0.4233374539317065,0.7243575274799416,208.32098143055288,18.45041847229004,1.6312631368637085,30.097438035715257,None (DC),None (DC),None (DC),None (DC),None (DC),87.67555779195571
Decreasing Power,50,122.37715911865234,0.8153595328330994,43.7822898332052,89.6628955127946,99.78137969970703,0.43878216521928637,0.7507924314969455,196.93111968009137,18.406217575073242,2.1013259887695312,38.6774244171355,None (DC),None (DC),None (DC),None (DC),None (DC),88.34034164152354
Decreasing Power,60,122.18940734863281,1.001630425453186,55.92327097659536,108.8648867247343,122.38862609863281,0.45693192871964167,0.8290558743463593,183.59510942071452,18.34884262084961,2.700735092163086,49.55532392825066,None (DC),None (DC),None (DC),None (DC),None (DC),88.61306404804222
Decreasing Power,70,122.17778015136719,1.1386913061141968,65.3475024092152,122.82039601859441,139.12277221679688,0.4697110427571362,0.9721308865896064,178.81116918582205,18.30340576171875,3.160881280899048,57.85485812818577,None (DC),None (DC),None (DC),None (DC),None (DC),88.53415355630665
Decreasing Power,80,122.21576690673828,1.2933218479156494,75.44590033973512,138.89652281447604,158.06431579589844,0.4773114030187251,1.0722940501800469,173.3105082925042,18.254274368286133,3.647475004196167,66.58196236660446,None (DC),None (DC),None (DC),None (DC),None (DC),88.25126622756693
Decreasing Power,90,122.16463470458984,1.4489353895187378,86.05929550171213,154.67988184667107,177.0086669921875,0.48618690239337525,1.2030289043172873,168.31491052182247,18.199125289916992,4.153223991394043,75.58498291797105,None (DC),None (DC),None (DC),None (DC),None (DC),87.82895848417363
Decreasing Power,100,122.16281127929688,1.5799548625946045,95.36276273674343,167.8078453121162,193.01173400878906,0.49407754003391813,1.2889921523748131,163.0735920608952,18.131181716918945,4.5923051834106445,83.2638349162765,None (DC),None (DC),None (DC),None (DC),None (DC),87.31273353115093
Random Power,0,122.38123321533203,0.022591987624764442,0.3292132008247086,2.7451654273290917,2.7648353576660156,0.11907153889359247,0.6679132050007461,35.97933057833148,18.604860305786133,0.002879901323467493,0.004086198535309182,0.05342412052660508,0.053580161184072495,0.07626327440992965,269.5655650695466,110.81591276797494,1.2412013020962973
Random Power,10,122.51686096191406,0.062243640422821045,2.3735219800747824,7.2471149838963385,7.6258955001831055,0.31124501771861307,0.6471722613977788,190.9499317389343,18.595678329467773,0.07279111444950104,1.3525593390401456,None (DC),None (DC),None (DC),None (DC),None (DC),56.98533025582222
Random Power,20,122.36510467529297,0.2776298224925995,13.20591801134369,31.300387516122914,33.97220230102539,0.3887271685929261,0.5329440099168081,196.0487374661527,18.553544998168945,0.5612770915031433,10.413541588852583,None (DC),None (DC),None (DC),None (DC),None (DC),78.85511313872694
Random Power,30,122.40559387207031,0.4620715379714966,22.857126398857055,51.73588207753093,56.560142517089844,0.4041207355860303,0.6432089633982506,209.87891083675882,18.511878967285156,1.0479508638381958,19.399467299309197,None (DC),None (DC),None (DC),None (DC),None (DC),84.8727305470877
Random Power,40,122.20362854003906,0.6651213765144348,34.29174773589174,73.69229217726554,81.28024291992188,0.42189524174621773,0.7273388965619241,205.1046835546425,18.460113525390625,1.6319875717163086,30.126627482539096,None (DC),None (DC),None (DC),None (DC),None (DC),87.85387001726603
Random Power,50,122.1578140258789,0.8181514739990234,43.69406663374784,89.88632209449749,99.94359588623047,0.4371872579358304,0.6930067112552171,187.35055715684746,18.415523529052734,2.1023497581481934,38.715829347259834,None (DC),None (DC),None (DC),None (DC),None (DC),88.60660572471646
Random Power,60,122.28307342529297,1.0047334432601929,55.761950354252434,109.47899145755862,122.86189270019531,0.45385879322501915,0.8796281776041472,188.23837357653025,18.357511520385742,2.696866512298584,49.507717353096666,None (DC),None (DC),None (DC),None (DC),None (DC),88.78404904881737
Random Power,70,122.21405792236328,1.1465628147125244,65.15511229703944,124.05698230898928,140.1260986328125,0.4649748543115611,0.8624772193987122,172.5611334600104,18.31683349609375,3.1585748195648193,57.85505655771877,None (DC),None (DC),None (DC),None (DC),None (DC),88.79588188561472
Random Power,80,122.07964324951172,1.3047082424163818,75.31082832591326,140.34907359308136,159.2783203125,0.47282535487664196,0.9939487740209425,167.82480628299152,18.27171516418457,3.651305913925171,66.71558023314803,None (DC),None (DC),None (DC),None (DC),None (DC),88.58696912007308
Random Power,90,121.99658966064453,1.4679690599441528,86.00691560125404,157.0829162043377,179.08721923828125,0.48025155545477033,1.145848319560129,166.4407941874675,18.22426414489746,4.16265344619751,75.86125498897073,None (DC),None (DC),None (DC),None (DC),None (DC),88.20366880807504
Random Power,100,122.14930725097656,1.591852068901062,95.29087715963466,169.4932905639207,194.44363403320312,0.4900694107751701,1.2974270034244664,164.88350287555824,18.179903030395508,4.6022443771362305,83.66829257465413,None (DC),None (DC),None (DC),None (DC),None (DC),87.803045861872
