Test Type,Power Step (%),Input Voltage RMS (V),Input Current RMS (A),Input Active Power (W),Input Reactive Power (Var),Input Apparent Power (VA),Input (Total) Power Factor,Input THDV (%),Input THDI (%),Output Voltage RMS (V),Output Current RMS (A),Output Active Power (W),Output Reactive Power (Var),Output Apparent Power (VA),Output (Total) Power Factor,Output THDV (%),Output THDI (%),Efficiency (%)
Decreasing Power,80,123.2953872680664,0.424529492855072,27.14616593979613,44.752944573103456,52.342529296875,0.5186254142559525,0.713727706382624,150.05705307027714,24.066505432128906,0.99319988489151,23.901679002862306,None (DC),None (DC),None (DC),None (DC),None (DC),88.04808404940373
Decreasing Power,90,123.28319549560547,0.4677102863788605,30.6548566961968,48.83697292884438,57.66082000732422,0.5316410119090041,0.7349727681553269,144.96353140035208,24.061782836914062,1.1204783916473389,26.95950525199019,None (DC),None (DC),None (DC),None (DC),None (DC),87.94529858407371
Decreasing Power,100,123.25563049316406,0.5010812282562256,34.190264052772775,51.43400680684809,61.76108169555664,0.5535891392140655,0.7929757465178723,134.5822231972611,24.056869506835938,1.2434675693511963,29.91272390170664,None (DC),None (DC),None (DC),None (DC),None (DC),87.48901106916361
Random Power,0,123.40365600585938,0.007412854582071304,0.026679178336616188,0.9143842158272676,0.9147733449935913,0.029164796375656415,0.7884030423590279,11.993674852346386,24.099929809570312,0.0029949061572551727,0.015705975665632036,0.07044746985594852,0.07217703014612198,0.2176035178204947,207.35913782823934,109.28293379355696,58.869787770323356
Random Power,10,123.38397216796875,0.07146518677473068,3.305774647422463,8.174530816472181,8.817658424377441,0.37490391307098775,0.7995099174143094,225.524722309435,24.095966339111328,0.12102662026882172,2.9137202386282777,None (DC),None (DC),None (DC),None (DC),None (DC),88.14031654880428
Random Power,20,123.31673431396484,0.1311601847410202,6.553645357655357,14.787020012027092,16.174245834350586,0.40519016619228315,0.8055026272620903,215.99704228586046,24.092247009277344,0.24386177957057953,5.8719430822934005,None (DC),None (DC),None (DC),None (DC),None (DC),89.59812076853295
Random Power,30,123.23733520507812,0.18520574271678925,9.99303564504819,20.520385052399092,22.824262619018555,0.43782512547508934,0.7777216425482595,180.27375282673512,24.089658737182617,0.37091636657714844,8.931692333369202,None (DC),None (DC),None (DC),None (DC),None (DC),89.3791701603215
Random Power,40,123.29861450195312,0.23241649568080902,13.29673304004298,25.385023491294078,28.656631469726562,0.4640019555016407,0.7864512144085521,182.85273875421018,24.084074020385742,0.4937223792076111,11.887019649732794,None (DC),None (DC),None (DC),None (DC),None (DC),89.39804697842058
Random Power,50,123.29215240478516,0.283826619386673,16.78398084555207,30.705857529614086,34.993595123291016,0.47963008048810046,0.7206579616107326,166.85584168069715,24.079694747924805,0.6208861470222473,14.947313021680717,None (DC),None (DC),None (DC),None (DC),None (DC),89.05701906614075
Random Power,60,123.30224609375,0.32354697585105896,20.221135210138893,34.38956943287046,39.89406967163086,0.5068707047583662,0.7525936568359416,159.16866101174483,24.071250915527344,0.7436567544937134,17.898061005647847,None (DC),None (DC),None (DC),None (DC),None (DC),88.51165288026829
Random Power,70,123.31370544433594,0.37289300560951233,23.637141868103427,39.44242805699181,45.982818603515625,0.5140429096335614,0.7904730846159916,156.4490603986928,24.065231323242188,0.8699904084205627,20.934903992705472,None (DC),None (DC),None (DC),None (DC),None (DC),88.56783154885395
Random Power,80,123.23287200927734,0.409696489572525,27.23983629488688,42.50925854115063,50.488075256347656,0.5395301000598578,0.7782592852816715,146.10623691895597,24.062175750732422,0.9930981397628784,23.89476538554107,None (DC),None (DC),None (DC),None (DC),None (DC),87.71993020393552
Random Power,90,123.29966735839844,0.46427154541015625,30.620579297861685,48.36647464988595,57.24452590942383,0.534908426812926,0.8330078236547415,147.57656786886005,24.060100555419922,1.1206181049346924,26.96092429109377,None (DC),None (DC),None (DC),None (DC),None (DC),88.04838089061406
Random Power,100,123.15977478027344,0.4962138235569,34.18657202198889,50.657164083149716,61.113582611083984,0.5593940096679682,0.806535210792265,136.96576271222557,24.055465698242188,1.243472695350647,29.91103312634537,None (DC),None (DC),None (DC),None (DC),None (DC),87.49351384838036
