Scenario,Msr (W),Sim (W),Error (%),Conv Loss (W),Conv loss err (%)
Scenario_1_Data_Set_1_1,50.0586745969849,64.0304006405469,-27.9106991066909,63.9404006405469,-27.9609698601152
Scenario_1_Data_Set_1_2,403.484841919444,405.621655096462,-0.529589455418777,106.243697096462,-2.05251861987525
Scenario_1_Data_Set_1_3,1173.01489967316,1161.39861899717,0.990292679080918,165.228516997168,6.56863013717858
Scenario_1_Data_Set_1_4,1749.3626942959,1749.92269219024,-0.032011537468638,220.829790190243,-0.25423272456472
Scenario_2_Data_Set_2_1,50.2961592573606,64.0304000018482,-27.3067386203601,63.9404000018482,-27.3556889187335
Scenario_2_Data_Set_2_2,1648.65607034515,1656.35439526952,-0.4669454753384,220.479967269517,-3.6179460030115
Scenario_2_Data_Set_2_3,1704.6174593908,1711.04266819071,-0.37692966034786,217.741259190715,-3.04056828055864
Scenario_2_Data_Set_2_4,1481.65180361503,1485.46887849211,-0.257622935952886,202.590170492106,-1.92031766938143
Scenario_3_Data_Set_3_1,5.3074359051283,7.27247169599439,-37.0242020062339,7.21247169599439,-37.4475425025329
Scenario_3_Data_Set_3_2,357.78538438192,346.636120371014,3.1161876637767,49.0960923710144,18.5064288444502
Scenario_3_Data_Set_3_3,913.285733965752,896.085499001644,1.88333555692589,49.1241388733928,2.79394626082581
Scenario_3_Data_Set_3_4,1531.99649817797,1496.46266659719,2.3194460054604,49.1241385574295,2.87878138307728
Scenario_4_Data_Set_4_1,5.26208365046628,7.27247170567579,-38.2051709693244,7.21247170567579,-38.6458232948506
Scenario_4_Data_Set_4_2,1516.9282544599,1470.46905198484,3.06271587588029,49.1241387302402,3.81041873084906
Scenario_4_Data_Set_4_3,1526.18842319898,1483.81324245041,2.77653663888663,49.1241388923834,3.44926508787621
Scenario_4_Data_Set_4_4,1329.02802467892,1292.72904828432,2.73124236062453,49.1241385007404,3.51950004325785
